8000,Weldon,1883,M,6
8001,Whit,1883,M,6
8002,Wilhelm,1883,M,6
8003,Winston,1883,M,6
8004,Woodie,1883,M,6
8005,Wyatt,1883,M,6
8006,Zeke,1883,M,6
8007,Zeno,1883,M,6
8008,Albertus,1883,M,5
8009,Alcide,1883,M,5
8010,Alec,1883,M,5
8011,Alphonsus,1883,M,5
8012,Alvan,1883,M,5
8013,Amado,1883,M,5
8014,Ananias,1883,M,5
8015,Ancel,1883,M,5
8016,Arvid,1883,M,5
8017,Atlas,1883,M,5
8018,Banks,1883,M,5
8019,Barry,1883,M,5
8020,Belton,1883,M,5
8021,Benedict,1883,M,5
8022,Bernhard,1883,M,5
8023,Bertrand,1883,M,5
8024,Blair,1883,M,5
8025,Blake,1883,M,5
8026,Blanchard,1883,M,5
8027,Bluford,1883,M,5
8028,Bose,1883,M,5
8029,Bryant,1883,M,5
8030,Buck,1883,M,5
8031,Captain,1883,M,5
8032,Carleton,1883,M,5
8033,Ceasar,1883,M,5
8034,Chalmers,1883,M,5
8035,Chance,1883,M,5
8036,Chancey,1883,M,5
8037,Chancy,1883,M,5
8038,Charle,1883,M,5
8039,Clide,1883,M,5
8040,Colin,1883,M,5
8041,Commodore,1883,M,5
8042,Coy,1883,M,5
8043,Crockett,1883,M,5
8044,Daisy,1883,M,5
8045,Danial,1883,M,5
8046,Delmar,1883,M,5
8047,Dink,1883,M,5
8048,Dolph,1883,M,5
8049,Duke,1883,M,5
8050,Elder,1883,M,5
8051,Elige,1883,M,5
8052,Elihu,1883,M,5
8053,Ella,1883,M,5
8054,Elva,1883,M,5
8055,Elwin,1883,M,5
8056,Emett,1883,M,5
8057,Emilio,1883,M,5
8058,Emmit,1883,M,5
8059,Erick,1883,M,5
8060,Essex,1883,M,5
8061,Estill,1883,M,5
8062,Ewin,1883,M,5
8063,Fayette,1883,M,5
8064,Fenton,1883,M,5
8065,Gale,1883,M,5
8066,Garret,1883,M,5
8067,Gay,1883,M,5
8068,Gideon,1883,M,5
8069,Golden,1883,M,5
8070,Gottlieb,1883,M,5
8071,Gregorio,1883,M,5
8072,Grove,1883,M,5
8073,Hanson,1883,M,5
8074,Harlan,1883,M,5
8075,Harlie,1883,M,5
8076,Harlow,1883,M,5
8077,Haskell,1883,M,5
8078,Helen,1883,M,5
8079,Hermann,1883,M,5
8080,Horatio,1883,M,5
8081,Hyman,1883,M,5
8082,Ida,1883,M,5
8083,Ingram,1883,M,5
8084,Iva,1883,M,5
8085,Jep,1883,M,5
8086,Jodie,1883,M,5
8087,Josephus,1883,M,5
8088,Joy,1883,M,5
8089,Judd,1883,M,5
8090,Julious,1883,M,5
8091,Junious,1883,M,5
8092,Lambert,1883,M,5
8093,Lemon,1883,M,5
8094,Lesley,1883,M,5
8095,Lessie,1883,M,5
8096,Lillie,1883,M,5
8097,Linton,1883,M,5
8098,Linzy,1883,M,5
8099,Little,1883,M,5
8100,Loney,1883,M,5
8101,Lonie,1883,M,5
8102,Loring,1883,M,5
8103,Lovie,1883,M,5
8104,Lucas,1883,M,5
8105,Lute,1883,M,5
8106,Mac,1883,M,5
8107,Mace,1883,M,5
8108,Mal,1883,M,5
8109,Manford,1883,M,5
8110,Manley,1883,M,5
8111,Mannie,1883,M,5
8112,Marcellus,1883,M,5
8113,Matthias,1883,M,5
8114,Maud,1883,M,5
8115,Meredith,1883,M,5
8116,Michel,1883,M,5
8117,Mitchel,1883,M,5
8118,Moody,1883,M,5
8119,Nickolas,1883,M,5
8120,Noel,1883,M,5
8121,Norwood,1883,M,5
8122,Oley,1883,M,5
8123,Oral,1883,M,5
8124,Orel,1883,M,5
8125,Orra,1883,M,5
8126,Percival,1883,M,5
8127,Perl,1883,M,5
8128,Pierce,1883,M,5
8129,Ples,1883,M,5
8130,Powell,1883,M,5
8131,Roe,1883,M,5
8132,Rome,1883,M,5
8133,Rose,1883,M,5
8134,Roswell,1883,M,5
8135,Rutherford,1883,M,5
8136,Saul,1883,M,5
8137,Schuyler,1883,M,5
8138,Sebron,1883,M,5
8139,Shed,1883,M,5
8140,Sie,1883,M,5
8141,Tilford,1883,M,5
8142,Titus,1883,M,5
8143,Toney,1883,M,5
8144,Verna,1883,M,5
8145,Winnie,1883,M,5
8146,Winthrop,1883,M,5
8147,Mary,1884,F,9217
8148,Anna,1884,F,3860
8149,Emma,1884,F,2587
8150,Elizabeth,1884,F,2549
8151,Minnie,1884,F,2243
8152,Margaret,1884,F,2143
8153,Ida,1884,F,1882
8154,Clara,1884,F,1852
8155,Bertha,1884,F,1789
8156,Annie,1884,F,1739
8157,Alice,1884,F,1732
8158,Florence,1884,F,1570
8159,Grace,1884,F,1525
8160,Sarah,1884,F,1518
8161,Bessie,1884,F,1451
8162,Martha,1884,F,1443
8163,Nellie,1884,F,1417
8164,Ethel,1884,F,1386
8165,Ella,1884,F,1374
8166,Mabel,1884,F,1270
