5000,Frederick,1882,M,457
5001,Elmer,1882,M,441
5002,Lewis,1882,M,441
5003,Herbert,1882,M,431
5004,Lee,1882,M,427
5005,Howard,1882,M,422
5006,Ralph,1882,M,407
5007,Paul,1882,M,397
5008,Jim,1882,M,396
5009,Jacob,1882,M,390
5010,Tom,1882,M,390
5011,Martin,1882,M,387
5012,Earl,1882,M,377
5013,Claude,1882,M,356
5014,Herman,1882,M,348
5015,Bert,1882,M,341
5016,Eugene,1882,M,341
5017,Ed,1882,M,337
5018,Ben,1882,M,334
5019,Francis,1882,M,327
5020,Michael,1882,M,321
5021,Edgar,1882,M,308
5022,Edwin,1882,M,305
5023,Chester,1882,M,300
5024,Harvey,1882,M,300
5025,Clyde,1882,M,293
5026,Lawrence,1882,M,287
5027,Luther,1882,M,284
5028,Isaac,1882,M,278
5029,Jack,1882,M,271
5030,Charley,1882,M,262
5031,Guy,1882,M,253
5032,Otto,1882,M,252
5033,Patrick,1882,M,249
5034,Ira,1882,M,244
5035,Oliver,1882,M,244
5036,Hugh,1882,M,239
5037,August,1882,M,234
5038,Theodore,1882,M,232
5039,Floyd,1882,M,231
5040,Leonard,1882,M,231
5041,Raymond,1882,M,230
5042,Alexander,1882,M,225
5043,Allen,1882,M,206
5044,Stephen,1882,M,201
5045,Archie,1882,M,195
5046,Ray,1882,M,195
5047,Jessie,1882,M,192
5048,Homer,1882,M,190
5049,Warren,1882,M,183
5050,Philip,1882,M,182
5051,Horace,1882,M,176
5052,Alex,1882,M,172
5053,Eddie,1882,M,169
5054,Julius,1882,M,168
5055,Emil,1882,M,157
5056,Marion,1882,M,157
5057,Clifford,1882,M,155
5058,Milton,1882,M,155
5059,Leroy,1882,M,152
5060,Dan,1882,M,150
5061,Rufus,1882,M,147
5062,Leo,1882,M,146
5063,Sidney,1882,M,146
5064,Mack,1882,M,145
5065,Wesley,1882,M,145
5066,Bernard,1882,M,144
5067,Willis,1882,M,143
5068,Anthony,1882,M,139
5069,Dave,1882,M,139
5070,Everett,1882,M,139
5071,Dennis,1882,M,135
5072,Amos,1882,M,134
5073,Lester,1882,M,134
5074,Alonzo,1882,M,133
5075,Perry,1882,M,133
5076,Alvin,1882,M,132
5077,Leon,1882,M,131
5078,Harold,1882,M,127
5079,Percy,1882,M,126
5080,Calvin,1882,M,123
5081,Jess,1882,M,122
5082,Leslie,1882,M,122
5083,Lloyd,1882,M,121
5084,Gus,1882,M,120
5085,Otis,1882,M,116
5086,Adam,1882,M,114
5087,Nathan,1882,M,113
5088,Franklin,1882,M,112
5089,Elijah,1882,M,111
5090,Matthew,1882,M,109
5091,Victor,1882,M,109
5092,Noah,1882,M,108
5093,Cornelius,1882,M,107
5094,Norman,1882,M,107
5095,Jerry,1882,M,105
5096,Levi,1882,M,105
5097,Earnest,1882,M,104
5098,Hiram,1882,M,104
5099,Nelson,1882,M,104
5100,Phillip,1882,M,103
5101,Wallace,1882,M,103
5102,Maurice,1882,M,102
5103,Elbert,1882,M,99
5104,Emmett,1882,M,99
5105,Jake,1882,M,97
5106,Ross,1882,M,96
5107,Jose,1882,M,95
5108,Adolph,1882,M,94
5109,Eli,1882,M,94
5110,Moses,1882,M,93
5111,Manuel,1882,M,92
5112,Silas,1882,M,92
5113,Wiley,1882,M,92
5114,Abraham,1882,M,91
5115,Felix,1882,M,91
5116,Claud,1882,M,90
5117,Mark,1882,M,90
5118,Christopher,1882,M,89
5119,Mike,1882,M,89
5120,Gilbert,1882,M,88
5121,Jasper,1882,M,88
5122,Ellis,1882,M,86
5123,Melvin,1882,M,86
