4000,Elsie,1882,F,448
4001,Della,1882,F,447
4002,Nancy,1882,F,439
4003,Nettie,1882,F,439
4004,Maud,1882,F,432
4005,Susie,1882,F,412
4006,Mae,1882,F,406
4007,Sadie,1882,F,391
4008,Flora,1882,F,380
4009,Alma,1882,F,368
4010,Etta,1882,F,352
4011,Lydia,1882,F,342
4012,Addie,1882,F,341
4013,Katie,1882,F,327
4014,Susan,1882,F,326
4015,Ruth,1882,F,323
4016,Georgia,1882,F,320
4017,Lottie,1882,F,319
4018,Viola,1882,F,310
4019,Mollie,1882,F,305
4020,Caroline,1882,F,304
4021,Nannie,1882,F,299
4022,Kate,1882,F,293
4023,Olive,1882,F,291
4024,Willie,1882,F,291
4025,Harriet,1882,F,289
4026,Amanda,1882,F,288
4027,Eliza,1882,F,280
4028,Lulu,1882,F,279
4029,Virginia,1882,F,274
4030,Emily,1882,F,272
4031,Kathryn,1882,F,272
4032,Esther,1882,F,266
4033,Belle,1882,F,264
4034,Rebecca,1882,F,259
4035,Charlotte,1882,F,257
4036,Jane,1882,F,254
4037,Amelia,1882,F,252
4038,Matilda,1882,F,242
4039,Irene,1882,F,232
4040,Ollie,1882,F,218
4041,Hannah,1882,F,214
4042,Henrietta,1882,F,211
4043,Pauline,1882,F,204
4044,Rachel,1882,F,203
4045,Estella,1882,F,198
4046,Amy,1882,F,196
4047,Beulah,1882,F,190
4048,Augusta,1882,F,183
4049,Ora,1882,F,181
4050,Sara,1882,F,180
4051,Sophia,1882,F,179
4052,Eleanor,1882,F,174
4053,Lola,1882,F,174
4054,Mildred,1882,F,172
4055,Nina,1882,F,171
4056,Theresa,1882,F,170
4057,Josie,1882,F,169
4058,Anne,1882,F,168
4059,Leona,1882,F,163
4060,Ann,1882,F,150
4061,Delia,1882,F,143
4062,Lela,1882,F,143
4063,Marion,1882,F,141
4064,Mayme,1882,F,140
4065,Rosie,1882,F,140
4066,Bettie,1882,F,136
4067,Ruby,1882,F,136
4068,Iva,1882,F,134
4069,Janie,1882,F,134
4070,Estelle,1882,F,133
4071,Victoria,1882,F,132
4072,Lou,1882,F,131
4073,Barbara,1882,F,130
4074,Callie,1882,F,129
4075,Louisa,1882,F,128
4076,Celia,1882,F,126
4077,Evelyn,1882,F,125
4078,Mable,1882,F,125
4079,Beatrice,1882,F,123
4080,Betty,1882,F,123
4081,Millie,1882,F,122
4082,Maria,1882,F,121
4083,Alta,1882,F,119
4084,Luella,1882,F,117
4085,Dorothy,1882,F,115
4086,Allie,1882,F,113
4087,Birdie,1882,F,113
4088,Essie,1882,F,113
4089,Ola,1882,F,113
4090,Sophie,1882,F,110
4091,Inez,1882,F,106
4092,Ina,1882,F,104
4093,Tillie,1882,F,104
4094,Nell,1882,F,103
4095,Rena,1882,F,103
4096,Dollie,1882,F,99
4097,Bertie,1882,F,96
4098,Eula,1882,F,95
4099,Lelia,1882,F,95
4100,Sally,1882,F,95
4101,Lucinda,1882,F,93
4102,Cornelia,1882,F,91
4103,Harriett,1882,F,91
4104,Alberta,1882,F,90
4105,Myra,1882,F,89
4106,Lucille,1882,F,85
4107,Sue,1882,F,84
4108,Leila,1882,F,83
4109,Winifred,1882,F,83
4110,Katharine,1882,F,82
4111,Isabelle,1882,F,81
4112,Abbie,1882,F,80
4113,Rhoda,1882,F,79
4114,Sylvia,1882,F,79
4115,Bess,1882,F,76
4116,Mina,1882,F,76
4117,Verna,1882,F,76
4118,Christine,1882,F,75
4119,Elva,1882,F,75
4120,Eunice,1882,F,75
4121,Adelaide,1882,F,74
4122,Genevieve,1882,F,74
4123,Johanna,1882,F,74
4124,Winnie,1882,F,74
4125,Eugenia,1882,F,73
4126,Hazel,1882,F,73
4127,Hettie,1882,F,73
4128,Lida,1882,F,73
4129,Isabel,1882,F,72
4130,Loretta,1882,F,72
4131,Roxie,1882,F,72
4132,Adeline,1882,F,70
4133,Gussie,1882,F,70
4134,Lenora,1882,F,70
4135,Lilly,1882,F,70
4136,Lettie,1882,F,68
4137,Mathilda,1882,F,68
4138,Hulda,1882,F,67
4139,Vera,1882,F,67
4140,Gertie,1882,F,65
4141,Lila,1882,F,65
4142,Lucretia,1882,F,65
4143,Adele,1882,F,64
4144,Christina,1882,F,64
4145,Jeanette,1882,F,64
4146,Lois,1882,F,64
4147,Myrtie,1882,F,64
4148,Olga,1882,F,64
4149,Hester,1882,F,63
4150,Lily,1882,F,63
4151,Mittie,1882,F,63
4152,Carolyn,1882,F,62
4153,Hallie,1882,F,62
4154,Phoebe,1882,F,62
4155,Wilhelmina,1882,F,62
4156,Elnora,1882,F,60
4157,Helena,1882,F,60
4158,Jean,1882,F,60
4159,Jeannette,1882,F,60
4160,Nelle,1882,F,59
4161,Hilda,1882,F,58
4162,Irma,1882,F,58
4163,Lucile,1882,F,58
4164,Bernice,1882,F,57
4165,Leah,1882,F,56
4166,Minerva,1882,F,56
4167,Ophelia,1882,F,56
4168,Cecelia,1882,F,55
4169,Lora,1882,F,55
4170,Francis,1882,F,54
4171,Naomi,1882,F,54
4172,Selma,1882,F,54
4173,Alvina,1882,F,53
4174,Marguerite,1882,F,52
4175,Olivia,1882,F,52
4176,Virgie,1882,F,52
4177,Louella,1882,F,51
4178,Meta,1882,F,51
4179,Frieda,1882,F,50
4180,Teresa,1882,F,50
4181,Zella,1882,F,50
4182,Claudia,1882,F,49
4183,Fanny,1882,F,49
4184,Violet,1882,F,48
4185,Dessie,1882,F,47
4186,Elma,1882,F,47
4187,Geneva,1882,F,47
4188,Georgie,1882,F,47
4189,Leola,1882,F,47
4190,Lura,1882,F,47
4191,Sudie,1882,F,47
4192,Gladys,1882,F,46
4193,Ivy,1882,F,46
4194,Cynthia,1882,F,45
4195,Emilie,1882,F,45
4196,Rosetta,1882,F,45
4197,Cassie,1882,F,44
4198,Isabella,1882,F,44
4199,Lilla,1882,F,44
4200,Catharine,1882,F,43
4201,Lee,1882,F,43
