3000,Charley,1881,M,266
3001,Francis,1881,M,259
3002,Isaac,1881,M,258
3003,Luther,1881,M,249
3004,Lawrence,1881,M,244
3005,Oliver,1881,M,238
3006,Clyde,1881,M,232
3007,Otto,1881,M,221
3008,Hugh,1881,M,220
3009,Alexander,1881,M,209
3010,Leonard,1881,M,206
3011,Jack,1881,M,197
3012,Raymond,1881,M,195
3013,Patrick,1881,M,188
3014,Guy,1881,M,186
3015,Homer,1881,M,181
3016,Floyd,1881,M,178
3017,Theodore,1881,M,178
3018,Allen,1881,M,172
3019,August,1881,M,172
3020,Marion,1881,M,162
3021,Philip,1881,M,156
3022,Warren,1881,M,156
3023,Horace,1881,M,152
3024,Dan,1881,M,148
3025,Ray,1881,M,148
3026,Garfield,1881,M,147
3027,Stephen,1881,M,147
3028,Emil,1881,M,145
3029,Jessie,1881,M,143
3030,Milton,1881,M,143
3031,Willis,1881,M,142
3032,Calvin,1881,M,138
3033,Dave,1881,M,135
3034,Bernard,1881,M,130
3035,Julius,1881,M,129
3036,Leroy,1881,M,129
3037,Sidney,1881,M,129
3038,Anthony,1881,M,128
3039,Archie,1881,M,125
3040,Perry,1881,M,123
3041,Leo,1881,M,122
3042,Leon,1881,M,121
3043,Rufus,1881,M,121
3044,Harold,1881,M,120
3045,Franklin,1881,M,117
3046,Adam,1881,M,116
3047,Alex,1881,M,114
3048,Alonzo,1881,M,111
3049,Everett,1881,M,111
3050,Clifford,1881,M,110
3051,Victor,1881,M,110
3052,Eddie,1881,M,109
3053,Alvin,1881,M,105
3054,Levi,1881,M,104
3055,Amos,1881,M,102
3056,Roscoe,1881,M,102
3057,Wesley,1881,M,102
3058,Dennis,1881,M,99
3059,Eli,1881,M,97
3060,Jerry,1881,M,97
3061,Jay,1881,M,96
3062,Hiram,1881,M,95
3063,Norman,1881,M,95
3064,Percy,1881,M,95
3065,Aaron,1881,M,94
3066,Gus,1881,M,94
3067,Mark,1881,M,94
3068,Willard,1881,M,94
3069,Moses,1881,M,93
3070,Earnest,1881,M,92
3071,Gilbert,1881,M,92
3072,Jake,1881,M,92
3073,Leslie,1881,M,92
3074,Nathan,1881,M,91
3075,Adolph,1881,M,90
3076,Nelson,1881,M,90
3077,Otis,1881,M,89
3078,Irvin,1881,M,88
3079,Wallace,1881,M,88
3080,Clinton,1881,M,87
3081,Lester,1881,M,87
3082,Lloyd,1881,M,87
